candidate_id	relative_path	source	annotation_role	is_primary_gene_model	assembly_key	paired_assembly_ids	size_bytes	mtime_ns
9ec83814a0ac0229	legume_family/legumeinfo/Aeschynomene/evenia/CIAT22838.gnm1.ann1.ZM3R/functional_iprscan/aesev.CIAT22838.gnm1.ann1.ZM3R.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Aeschynomene|evenia|CIAT22838.gnm1	78a4bd04f924b968	5724532	1780811946000000000
aeabb2996eb0303f	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1.ann1.P2VZ/gff3/apipr.MO19963523.gnm1.ann1.P2VZ.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Apios|priceana|MO19963523.gnm1	810b76c898ad2a31;e0e2e3967ed8f95e	10564747	1780811986000000000
adeadc15dc87e527	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1_hap2.ann1.PB8C/functional_iprscan/apipr.MO19963523.gnm1_hap2.ann1.PB8C.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Apios|priceana|MO19963523.gnm1_hap2	ac55cee296d4f6fb;e1f5fa5bad42c187	5827721	1780812023000000000
d2b88f43f38e7724	legume_family/legumeinfo/Arachis/duranensis/V14167.gnm1.ann1.cxSM/gff3/aradu.V14167.gnm1.ann1.cxSM.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Arachis|duranensis|V14167.gnm1	17aa980862a428b6	9726722	1780812409000000000
aa1957536f318eac	legume_family/legumeinfo/Arachis/hypogaea/BaileyII.gnm1.ann1.PQM7/functional_iprscan/arahy.BaileyII.gnm1.ann1.PQM7.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Arachis|hypogaea|BaileyII.gnm1	b3fb81d3f6b365ee	12189455	1780812577000000000
03e60c30795c9d61	legume_family/legumeinfo/Arachis/hypogaea/C76-16.gnm1.ann1.5MP1/gff3/arahy.C76-16.gnm1.ann1.5MP1.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Arachis|hypogaea|C76-16.gnm1	d36e222da4e0cfc3	10421003	1780812585000000000
895bbabe23fb6a6f	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.ann2.PVFB/gff3/arahy.Tifrunner.gnm2.ann2.PVFB.gene_models_lowqual.gff3.gz	legume_family_legumeinfo	low_quality_gene_model	false	legume_family_legumeinfo|Arachis|hypogaea|Tifrunner.gnm2	419770e1892b655a;cd4924a919164c82	2607819	1780813302000000000
21fc119c14db8997	legume_family/legumeinfo/Arachis/stenosperma/V10309.gnm1.ann1.CZRZ/gff3/arast.V10309.gnm1.ann1.CZRZ.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Arachis|stenosperma|V10309.gnm1	751847692850cd02	11812085	1780814160000000000
8fc02a803bcbecf9	legume_family/legumeinfo/Cajanus/cajan/ICPL87119.gnm2.ann1.L3ZH/gff3/cajca.ICPL87119.gnm2.ann1.L3ZH.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Cajanus|cajan|ICPL87119.gnm2	a427b3f85dfe3573	9115871	1780814185000000000
3b67421edda11661	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1.ann1.G7XW/repeat/chafa.ISC494698.gnm1.ann1.G7XW.repeatmasked_assembly.gff.gz	legume_family_legumeinfo	repeat	false	legume_family_legumeinfo|Chamaecrista|fasciculata|ISC494698.gnm1	109ae664faca4799;4e8b4aaab12f64b8;84f1e992467917d4	16517515	1780814379000000000
fc497a726f5f33fd	legume_family/legumeinfo/Chamaecrista/fasciculata/ISC494698.gnm1_hap2.ann1.WXZF/gff3/chafa.ISC494698.gnm1_hap2.ann1.WXZF.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Chamaecrista|fasciculata|ISC494698.gnm1_hap2	0d369ef4d174838f;338b426684d64480;e26c7eb0cf847426	9884631	1780814384000000000
d3d32af4930322e9	legume_family/legumeinfo/Cicer/arietinum/CDCFrontier.gnm2.ann1.9M1L/functional_iprscan/cicar.CDCFrontier.gnm2.ann1.9M1L.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Cicer|arietinum|CDCFrontier.gnm2	c3cea47e840df975	5551069	1780814509000000000
c284fdb47d918509	legume_family/legumeinfo/Cicer/reticulatum/Besev079.gnm1.ann1.F01Z/gff3/cicre.Besev079.gnm1.ann1.F01Z.gcv_genes.gff3.gz	legume_family_legumeinfo	gcv_genes	false	legume_family_legumeinfo|Cicer|reticulatum|Besev079.gnm1	113fadf96eebfab1	3663265	1780814562000000000
12a5ab836429ccd6	legume_family/legumeinfo/Glycine/D3-tomentella/G1403.gnm1.ann1.XNZQ/functional_iprscan/glyd3.G1403.gnm1.ann1.XNZQ.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Glycine|D3-tomentella|G1403.gnm1	9c8d9d886271b484	9367560	1780814675000000000
d8264a129f22a21f	legume_family/legumeinfo/Glycine/D3-tomentella/G1403.gnm1.ann1.XNZQ/gff3/glyd3.G1403.gnm1.ann1.XNZQ.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Glycine|D3-tomentella|G1403.gnm1	9c8d9d886271b484	14053789	1780814675000000000
d71a86b43c3763d9	legume_family/legumeinfo/Glycine/falcata/G1718.gnm1.ann1.2KSV/gff3/glyfa.G1718.gnm1.ann1.2KSV.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Glycine|falcata|G1718.gnm1	5e1a6f42336f1a1f	14323421	1780814773000000000
4d0e7fd3ed296b78	legume_family/legumeinfo/Glycine/max/Enrei.gnm3.ann1.YRG3/gff3/glyma.Enrei.gnm3.ann1.YRG3.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Glycine|max|Enrei.gnm3	96468b4838f74d0d	18110741	1780814923000000000
07e0891e5c55b465	legume_family/legumeinfo/Glycine/max/Enrei.gnm3.ann1.YRG3/gff3/glyma.Enrei.gnm3.ann1.YRG3.noncoding.gff3.gz	legume_family_legumeinfo	noncoding	false	legume_family_legumeinfo|Glycine|max|Enrei.gnm3	96468b4838f74d0d	112404	1780814925000000000
08478f0af259837d	legume_family/legumeinfo/Glycine/max/Enrei.gnm3.ann1.YRG3/gff3/glyma.Enrei.gnm3.ann1.YRG3.scaffolds.gff3.gz	legume_family_legumeinfo	other_annotation	false	legume_family_legumeinfo|Glycine|max|Enrei.gnm3	96468b4838f74d0d	16700	1780814935000000000
016d16cc57f88ca0	legume_family/legumeinfo/Glycine/max/Fukuyutaka.gnm3.ann1.RWJM/gff3/glyma.Fukuyutaka.gnm3.ann1.RWJM.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Glycine|max|Fukuyutaka.gnm3	539814fd4ada940f	16938061	1780815517000000000
b755bdbd87f1f82e	legume_family/legumeinfo/Glycine/max/Himeshirazu.gnm3.ann1.0KJD/functional_iprscan/glyma.Himeshirazu.gnm3.ann1.0KJD.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Glycine|max|Himeshirazu.gnm3	9fabec0202ef64df	10326032	1780815621000000000
7239b561ae0efe94	legume_family/legumeinfo/Glycine/max/Hwangkeum.gnm1.ann1.1G4F/gff3/glyma.Hwangkeum.gnm1.ann1.1G4F.noncoding.gff3.gz	legume_family_legumeinfo	noncoding	false	legume_family_legumeinfo|Glycine|max|Hwangkeum.gnm1	82ce90eea621c1cb	34909	1780815633000000000
a7406bb9d572e984	legume_family/legumeinfo/Glycine/max/Jack.gnm3.ann1.S50K/gff3/glyma.Jack.gnm3.ann1.S50K.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Glycine|max|Jack.gnm3	3ac8f18302bca5ce	16728493	1780815652000000000
88b73116b1dca274	legume_family/legumeinfo/Glycine/max/Miyagishirome.gnm3.ann1.P8QZ/gff3/glyma.Miyagishirome.gnm3.ann1.P8QZ.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Glycine|max|Miyagishirome.gnm3	24b40cf02b3d8889	17072647	1780815744000000000
ef584d81172f3bf3	legume_family/legumeinfo/Glycine/max/Miyagishirome.gnm3.ann1.P8QZ/gff3/glyma.Miyagishirome.gnm3.ann1.P8QZ.noncoding.gff3.gz	legume_family_legumeinfo	noncoding	false	legume_family_legumeinfo|Glycine|max|Miyagishirome.gnm3	24b40cf02b3d8889	67263	1780815744000000000
40944901d25fcda4	legume_family/legumeinfo/Glycine/max/Ooyachi2.gnm3.ann1.6929/gff3/glyma.Ooyachi2.gnm3.ann1.6929.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Glycine|max|Ooyachi2.gnm3	01bd34ba2a35deea	17372206	1780815761000000000
