candidate_id	relative_path	source	annotation_role	is_primary_gene_model	assembly_key	paired_assembly_ids	size_bytes	mtime_ns
fd07cad0d2568e9c	legume_family/legumeinfo/Aeschynomene/evenia/CIAT22838.gnm1.XF73/gff3/aesev.CIAT22838.gnm1.XF73.gcv_genome.gff3.gz	legume_family_legumeinfo	gcv_genome	false	legume_family_legumeinfo|Aeschynomene|evenia|CIAT22838.gnm1	78a4bd04f924b968	358	1780811948000000000
532f39390bb34561	legume_family/legumeinfo/Apios/americana/LA2127.gnm1.ann1.QKWH/functional_iprscan/apiam.LA2127.gnm1.ann1.QKWH.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Apios|americana|LA2127.gnm1	654d02df741da640;b1c5e59567defcb2	5617762	1780811956000000000
abb187d6714f58d3	legume_family/legumeinfo/Apios/priceana/MO19963523.gnm1.ann1.P2VZ/functional_iprscan/apipr.MO19963523.gnm1.ann1.P2VZ.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Apios|priceana|MO19963523.gnm1	810b76c898ad2a31;e0e2e3967ed8f95e	5774435	1780811988000000000
79b5f876302471d8	legume_family/legumeinfo/Arachis/hypogaea/C76-16.gnm1.ann1.5MP1/gff3/arahy.C76-16.gnm1.ann1.5MP1.noncoding.gff3.gz	legume_family_legumeinfo	noncoding	false	legume_family_legumeinfo|Arachis|hypogaea|C76-16.gnm1	d36e222da4e0cfc3	719	1780812585000000000
f9d811e18ded7781	legume_family/legumeinfo/Arachis/hypogaea/F07.gnm1.ann1.1DJN/gff3/arahy.F07.gnm1.ann1.1DJN.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Arachis|hypogaea|F07.gnm1	1e03257b23978be3	10579313	1780812595000000000
60b72df03e284bcb	legume_family/legumeinfo/Arachis/hypogaea/ICG1471.gnm1.ann1.BK1B/gff3/arahy.ICG1471.gnm1.ann1.BK1B.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Arachis|hypogaea|ICG1471.gnm1	73e72487f230e42a	10026574	1780812607000000000
25a3a717b4810692	legume_family/legumeinfo/Arachis/hypogaea/ICG1471.gnm1.ann1.BK1B/gff3/arahy.ICG1471.gnm1.ann1.BK1B.noncoding.gff3.gz	legume_family_legumeinfo	noncoding	false	legume_family_legumeinfo|Arachis|hypogaea|ICG1471.gnm1	73e72487f230e42a	717	1780812609000000000
97a1378c4d01e9ac	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.KYV3/repeat/arahy.Tifrunner.gnm1.KYV3.genome_repeatmask_coords.gff.gz	legume_family_legumeinfo	repeat	false	legume_family_legumeinfo|Arachis|hypogaea|Tifrunner.gnm1	1815273b5e4ad094;bf8095e2d8c1826f	64664172	1780813796000000000
97c249083db142a0	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm1.ann1.CCJH/gff3/arahy.Tifrunner.gnm1.ann1.CCJH.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Arachis|hypogaea|Tifrunner.gnm1	1815273b5e4ad094;bf8095e2d8c1826f	23816073	1780813184000000000
89b273a130f65e7b	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.ann1.4K0L/gff3/arahy.Tifrunner.gnm2.ann1.4K0L.gene_models_main.gff3.gz	legume_family_legumeinfo	gene_models_main	true	legume_family_legumeinfo|Arachis|hypogaea|Tifrunner.gnm2	419770e1892b655a;cd4924a919164c82	22784681	1780813239000000000
ef0ee730670d7e53	legume_family/legumeinfo/Arachis/hypogaea/Tifrunner.gnm2.ann2.PVFB/functional_iprscan/arahy.Tifrunner.gnm2.ann2.PVFB.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Arachis|hypogaea|Tifrunner.gnm2	419770e1892b655a;cd4924a919164c82	14028956	1780813312000000000
303e0b036ecf2751	legume_family/legumeinfo/Arachis/stenosperma/V10309.gnm1.ann1.CZRZ/gff3/arast.V10309.gnm1.ann1.CZRZ.noncoding.gff3.gz	legume_family_legumeinfo	noncoding	false	legume_family_legumeinfo|Arachis|stenosperma|V10309.gnm1	751847692850cd02	1216	1780814147000000000
ec165c714d5f4fec	legume_family/legumeinfo/Cajanus/cajan/ICPL87119.gnm2.ann1.L3ZH/functional_iprscan/cajca.ICPL87119.gnm2.ann1.L3ZH.iprscan.gff3.gz	legume_family_legumeinfo	functional_iprscan	false	legume_family_legumeinfo|Cajanus|cajan|ICPL87119.gnm2	a427b3f85dfe3573	6672784	1780814185000000000
